Zip Code,totalPop,whiteAlonePop,blackAlonePop,nativeAlonePop,asianAlonePop,hawaiiAlonePop,otherAlonePop,twoOrMorePop
84745,4066,3718,22,61,14,14,131,106
84746,1149,1113,0,6,4,0,12,14
84747,1097,1055,1,1,6,2,20,12
84749,218,187,0,0,1,0,14,16
84750,469,458,0,3,1,1,3,3
84751,1680,1486,11,31,10,4,113,25
84752,994,882,0,1,6,4,96,5
84753,26,24,0,1,0,0,1,0
84754,3652,3480,5,14,10,2,78,63
84755,112,104,0,0,1,0,5,2
84756,366,332,0,1,0,0,33,0
84757,1167,1125,0,2,5,0,12,23
84758,533,520,0,2,4,0,5,2
84759,2112,2017,12,35,8,3,21,16
84760,559,527,0,1,1,0,21,9
84761,3131,2999,5,19,15,0,63,30
84762,248,242,0,0,3,0,0,3
84763,245,237,0,0,3,0,1,4
84764,331,228,6,16,43,0,34,4
84765,6143,5798,25,39,22,39,111,109
84766,147,132,2,0,1,1,5,6
84767,679,580,9,3,40,0,32,15
84770,39131,33154,389,764,270,370,3176,1008
84772,171,159,0,5,0,0,5,2
84773,321,304,0,5,8,1,2,1
84774,1399,1344,0,19,6,3,2,25
84775,431,407,0,2,2,0,13,7
84776,538,514,2,7,1,3,7,4
84779,641,585,4,13,3,1,22,13
84780,18756,17001,61,185,172,127,830,380
84781,188,184,1,2,1,0,0,0
84782,794,763,0,7,2,1,12,9
84783,805,778,0,4,6,2,3,12
84784,2745,2724,1,2,0,1,10,7
84790,35770,32350,151,371,328,372,1292,906
85003,9369,5931,1024,252,114,22,1696,330
85004,4965,3265,432,201,132,6,740,189
85006,25742,13463,1305,751,266,35,8935,987
85007,14040,7374,1880,440,313,17,3479,537
85008,56145,30274,5360,2249,894,141,14909,2318
85009,52520,24795,2534,1385,249,39,21650,1868
85012,6390,5013,364,185,168,5,464,191
85013,19314,14167,1348,768,607,37,1728,659
85014,24782,16713,1597,1477,499,34,3476,986
85015,37644,22310,3153,1893,1962,113,6497,1716
85016,33896,24248,1625,1265,989,36,4491,1242
85017,38872,19429,2603,1156,1982,76,12009,1617
85018,36065,29523,1194,741,721,44,2739,1103
85019,25042,12788,1311,648,843,42,8360,1050
85020,32850,25739,1197,677,697,42,3480,1018
85021,37743,24772,2617,1748,1408,70,5722,1406
85022,46395,37995,1738,714,1446,54,3100,1348
85023,31274,23674,1211,507,1051,58,3705,1068
85024,22898,19856,554,187,813,52,704,732
85027,37140,29276,1124,549,2271,90,2639,1191
85028,19157,17627,242,124,402,16,338,408
85029,43233,31121,2082,1096,1086,84,6160,1604
85031,30493,14552,1586,559,258,39,12343,1156
85032,65485,51453,1821,846,1809,118,7502,1936
85033,53037,28819,2716,920,444,67,18109,1962
85034,5582,2850,636,202,59,3,1627,205
85035,47486,20665,2739,1087,429,67,20614,1885
85037,44771,23343,3556,763,1349,70,13683,2007
85040,29352,10315,6054,732,439,153,10354,1305
85041,54947,25122,7831,1333,1501,111,16570,2479
85042,40962,19377,7076,1055,974,102,10711,1667
85043,30560,14633,2844,648,672,35,10539,1189
85044,37993,29788,2490,857,1890,78,1499,1391
85045,7238,6010,262,42,581,1,136,206
85048,33449,27017,1548,356,2333,68,900,1227
85050,25736,22740,458,105,1266,14,520,633
85051,40375,25849,2608,1256,1545,97,7371,1649
85053,28480,22679,1214,481,617,46,2445,998
85054,5384,4636,173,34,293,5,104,139
85083,18104,15281,375,99,1512,17,353,467
85085,17517,14645,427,102,1332,37,426,548
85086,40495,36106,846,365,917,58,1092,1111
85087,7708,7092,99,38,167,6,119,187
85118,12246,11566,119,52,106,12,191,200
85119,21219,19482,210,177,185,10,674,481
85120,28168,25193,312,324,212,19,1479,629
85121,2178,29,4,2068,2,6,24,45
85122,50942,34082,2293,2401,870,80,8583,2633
85123,10677,7844,440,405,56,22,1419,491
85128,14823,8754,1050,1798,127,15,2395,684
85131,18017,7870,1742,603,761,959,5528,554
85132,33556,22641,2084,3883,294,35,3835,784
85135,630,399,0,1,2,0,217,11
85137,2329,1952,14,25,8,1,259,70
85138,33633,23599,3153,734,1391,85,2936,1735
85139,17979,11608,1166,1132,470,45,2557,1001
85140,36711,29580,1264,370,677,59,3340,1421
85141,515,315,6,12,0,0,147,35
85142,48870,39805,1773,448,1200,93,3830,1721
85143,35015,27005,2168,454,727,137,2948,1576
85145,2106,1708,42,33,22,1,176,124
85147,4543,83,10,4290,0,2,20,138
85172,1368,604,34,84,12,0,582,52
85173,2872,2033,17,61,18,0,640,103
85192,2120,1372,4,58,6,0,566,114
85193,4906,2957,76,641,12,5,1072,143
85194,6721,5498,156,175,61,9,669,153
85201,46092,30548,2519,2652,772,167,7553,1881
85202,37275,25419,2442,1865,1239,231,4514,1565
85203,35541,26367,1116,1498,388,137,4908,1127
85204,60885,41824,1691,1224,763,359,12550,2474
85205,39858,34763,953,434,537,86,1978,1107
85206,33154,28570,950,342,641,64,1777,810
85207,44744,39224,845,406,770,54,2259,1186
85208,34762,29193,765,447,528,78,2688,1063
85209,37377,31847,1044,332,992,96,1942,1124
85210,36464,22458,1715,1288,624,251,8617,1511
85212,24492,19841,926,270,804,103,1588,960
85213,31797,27570,674,383,584,86,1719,781
85215,15963,14671,216,149,249,14,321,343
85224,42796,32320,2028,773,2862,48,3012,1753
85225,69810,46397,3796,1551,3262,171,11845,2788
85226,37376,28237,1616,722,3797,66,1575,1363
85233,37564,29596,1330,407,2502,120,2221,1388
85234,50014,42295,1298,416,1972,106,2372,1555
85248,29821,25524,801,829,1774,16,359,518
85249,36908,29548,1532,238,3259,42,1075,1214
85250,15906,14624,208,87,316,19,302,350
85251,34390,29127,944,559,730,56,1886,1088
85253,17047,15671,183,37,685,11,147,313
85254,45801,40957,649,241,2303,34,679,938
85255,37270,34331,413,58,1510,31,272,655
85256,4974,661,12,3988,7,5,99,202
85257,26755,21929,602,680,582,42,2090,830
85258,23342,21753,261,81,651,18,176,402
85259,21422,19369,309,88,978,11,208,459
85260,36056,32169,568,141,1936,28,429,785
85262,11275,10615,134,25,239,8,84,170
85263,2111,2055,7,1,9,3,22,14
85264,1249,302,3,856,3,0,44,41
85266,11406,10792,129,15,216,5,73,176
85268,22684,21352,221,130,414,22,239,306
85281,57348,39671,3148,1739,3987,170,6243,2390
85282,48671,35999,3081,1581,1851,303,3915,1941
85283,44813,28864,3077,4085,2126,161,4565,1935
85284,16479,14073,329,93,1257,14,308,405
85286,38930,28488,1782,361,4813,72,1988,1426
85295,38332,30769,1442,340,2873,75,1400,1433
85296,36799,30083,1243,283,1905,81,1776,1428
85297,26979,22068,947,241,1475,41,1182,1025
85298,21479,18157,749,84,1400,26,485,578
85301,60161,31375,4846,1423,953,110,18649,2805
85302,36909,26086,2535,786,1447,109,4508,1438
85303,30310,15801,2548,583,1395,56,8582,1345
85304,25883,20872,961,321,935,60,1795,939
85305,10822,6797,805,215,598,14,1848,545
85306,24191,19915,828,329,777,40,1443,859
85307,9230,5831,842,122,333,33,1539,530
85308,63876,54651,1581,501,3026,100,2195,1822
85309,1485,1093,203,19,67,3,33,67
85310,19007,17132,276,130,549,25,373,522
85320,1197,811,8,45,3,3,303,24
85321,4435,2659,29,1247,36,4,301,159
85322,752,528,18,5,1,0,180,20
85323,39507,20634,3754,731,971,174,11580,1663
85324,2886,2712,7,36,12,0,55,64
85325,1212,1124,3,15,6,0,28,36
85326,51705,33278,3433,979,702,98,11244,1971
85328,259,220,1,4,0,0,27,7
85331,26960,25266,194,108,452,12,421,507
85332,2146,1978,10,26,8,3,72,49
85333,790,521,1,1,2,0,235,30
85334,1482,1130,17,19,13,0,249,54
85335,31787,19346,2090,451,511,88,7719,1582
85336,700,424,3,0,1,0,261,11
85337,2793,1309,37,471,19,0,851,106
85338,41115,28725,2794,479,1188,76,6013,1840
85339,35586,16167,5873,3248,2527,108,5884,1779
85340,26262,19183,1815,247,1283,45,2635,1054
85341,39,23,1,0,0,0,15,0
85342,1578,1383,2,21,10,2,131,29
85343,196,118,1,2,0,0,68,7
85344,9147,4692,63,2299,63,4,1542,484
85345,56208,41192,2783,924,1335,83,7756,2135
85346,4423,4096,14,79,12,0,135,87
85347,716,525,2,7,1,0,155,26
85348,2786,2496,19,11,7,3,214,36
85349,25517,16127,86,122,47,17,8396,722
85350,21214,13274,558,746,87,27,5906,616
85351,27789,26836,401,68,185,8,145,146
85352,461,312,3,6,0,0,113,27
85353,31011,16392,2968,488,793,74,8904,1392
85354,6645,4849,106,98,16,10,1370,196
85355,8745,7151,387,67,217,9,648,266
85356,4539,3605,51,32,14,4,682,151
85357,761,510,10,27,3,0,195,16
85360,222,202,1,1,1,2,9,6
85361,6700,5613,52,80,35,9,709,202
85362,663,626,4,6,1,0,9,17
85363,6156,4515,263,89,173,6,900,210
85364,74904,48853,1960,1394,1234,121,17815,3527
85365,46558,36021,1061,562,754,116,6086,1958
85367,20429,18265,207,186,184,21,1122,444
85371,419,38,2,174,3,0,161,41
85373,17356,16317,207,60,176,5,317,274
85374,47146,39299,1876,267,703,68,3575,1358
85375,27703,26862,304,54,199,20,86,178
85377,3051,2901,16,9,56,0,24,45
85379,39732,30387,2493,321,1504,91,2912,2024
85381,24249,20692,753,186,862,43,1043,670
85382,40454,35442,1029,242,1266,53,1320,1102
85383,37182,32323,820,165,1831,35,988,1020
85387,9573,8567,172,39,93,8,530,164
85388,23490,18643,1464,193,731,74,1376,1009
85390,8621,7729,18,110,43,2,582,137
85392,35310,22706,3266,501,1593,98,5475,1671
85395,25922,19439,1593,401,1657,34,2015,783
85396,12163,9730,490,105,272,21,1106,439
85501,13345,11004,108,606,111,14,1104,398
85530,2069,7,0,2053,0,1,0,8
85531,623,570,3,0,6,0,24,20
85533,2943,2200,34,86,12,3,486,122
85534,2588,2266,11,30,7,1,218,55
85535,21,16,0,5,0,0,0,0
85536,408,360,0,20,1,1,11,15
85539,4520,3599,22,83,16,1,686,113
85540,2874,2020,44,81,27,1,563,138
85541,21877,20189,83,429,121,23,643,389
85542,3196,34,2,3138,0,0,7,15
85543,3822,3325,18,70,4,4,281,120
85544,2949,2867,4,18,12,8,8,32
85545,583,548,1,5,2,2,4,21
85546,19677,15771,467,412,140,33,2194,660
85550,4790,92,4,4638,1,0,9,46
85551,405,338,0,1,6,0,48,12
85552,6218,5345,88,102,37,12,442,192
85553,1501,1466,7,9,3,1,3,12
85554,778,729,0,22,2,0,6,19
85601,698,639,4,9,4,2,19,21
85602,9464,8505,71,96,59,14,425,294
85603,7155,6070,83,103,34,9,602,254
85605,597,503,4,8,1,1,61,19
85606,1184,1118,4,14,4,5,26,13
85607,18925,13295,186,196,89,14,4612,533
85608,2305,1207,349,146,12,3,554,34
85609,392,366,1,3,0,2,5,15
85610,1333,1097,7,32,6,0,160,31
85611,965,895,3,11,3,0,35,18
85613,5601,3976,834,44,177,33,177,360
85614,21895,20302,225,140,214,16,700,298
85615,9413,8207,151,95,100,21,555,284
85616,5566,4604,200,84,88,27,312,251
85617,1277,1195,2,14,8,0,34,24
85618,1725,1145,3,32,3,0,446,96
85619,50,40,0,6,4,0,0,0
85620,897,527,6,4,0,0,331,29
85621,23054,16600,85,144,131,5,5553,536
85622,6325,6197,7,16,35,1,19,50
85623,4073,3047,14,49,13,13,746,191
85624,1426,1280,2,21,4,0,107,12
85625,1983,1827,11,30,13,1,51,50
85626,1021,659,6,6,3,0,324,23
85627,968,901,2,7,9,0,28,21
85629,23568,18688,643,330,426,26,2407,1048
85630,2819,2591,14,44,16,1,81,72
85631,3630,2841,28,87,17,0,478,179
85632,835,738,1,7,4,1,60,24
85633,54,52,0,0,1,0,0,1
85634,6490,129,9,6213,17,3,32,87
85635,34727,25807,2752,400,1323,213,2198,2034
85637,1268,1167,4,13,12,0,54,18
85638,1973,1839,9,17,9,1,41,57
85640,441,325,3,9,1,0,96,7
85641,21753,18663,625,174,458,19,946,868
85643,9810,7310,171,152,48,18,1840,271
85645,2231,1698,4,41,12,1,390,85
85646,1311,1178,5,13,9,0,92,14
85648,19080,13573,75,121,96,10,4861,344
85650,15279,12632,710,142,536,55,600,604
85653,15083,12119,352,376,139,19,1517,561
85654,97,27,37,2,0,0,26,5
85658,7790,6967,95,73,159,1,268,227
85701,4983,3432,311,174,75,5,723,263
85704,30929,26885,546,318,1035,25,1220,900
85705,57521,39239,2404,2292,1578,113,9446,2449
85706,55209,30651,1513,2105,465,52,18475,1948
85707,658,482,71,5,32,3,21,44
85708,2980,2219,279,27,78,15,102,260
85710,54439,43347,3025,681,1377,198,3520,2291
85711,41251,28890,2526,822,1361,92,5527,2033
85712,32666,25338,1759,599,1082,81,2454,1353
85713,50151,28716,2581,2599,580,50,13598,2027
85714,15009,8280,342,721,79,12,5100,475
85715,17702,15391,487,158,553,24,566,523
85716,32853,24797,1683,823,947,128,2953,1522
85718,27367,23999,427,157,1494,23,644,623
85719,43989,33099,1740,909,2724,84,3582,1851
85723,0,0,0,0,0,0,0,0
85724,0,0,0,0,0,0,0,0
85726,0,0,0,0,0,0,0,0
85730,38323,28647,2633,454,1296,106,3362,1825
85735,11250,8398,195,366,109,14,1797,371
85736,4975,3668,41,141,29,13,931,152
85737,20727,18504,284,74,729,29,583,524
85739,17848,16276,151,104,168,10,793,346
85741,32998,27045,811,347,972,53,2483,1287
85742,25212,21433,540,234,620,39,1404,942
85743,29144,24611,534,313,1059,43,1599,985
85745,37006,25522,1425,1174,1058,42,6431,1354
85746,43057,24055,1226,3299,381,39,12343,1714
85747,23058,18878,1095,141,756,76,1110,1002
85748,18087,15485,579,120,684,19,666,534
85749,19032,17309,288,188,361,10,402,474
85750,24161,21390,357,94,1295,11,480,534
85755,15107,13724,246,57,460,15,317,288
85756,35703,22317,2235,1055,695,83,7853,1465
85757,16988,8283,406,3715,186,27,3741,630
85901,17207,15396,65,543,123,21,655,404
85911,1800,20,2,1731,29,0,7,11
85912,178,169,1,0,3,0,0,5
85920,464,450,0,1,2,0,2,9
85922,41,35,0,0,0,0,1,5
85923,621,577,2,5,2,0,10,25
85924,2683,2392,16,88,20,6,81,80
85925,4893,4302,32,167,10,1,238,143
85926,265,14,0,245,0,0,1,5
85927,176,153,0,5,3,0,8,7
85928,1102,963,9,21,5,3,75,26
85929,8322,7254,38,233,53,1,528,215
85930,1086,32,2,1014,1,0,13,24
85931,207,191,6,0,1,0,2,7
85932,364,350,1,1,0,0,5,7
85933,3033,2817,7,51,10,3,76,69
85934,574,548,0,4,5,0,7,10
85935,4735,3987,21,409,44,5,151,118
85936,4293,3569,54,214,10,1,279,166
85937,7638,6599,31,412,17,13,390,176
85938,2366,1989,4,121,20,1,136,95
85939,4400,3821,9,196,12,4,247,111
85940,1443,1344,4,33,5,0,31,26
85941,9941,167,5,9621,35,0,14,99
85942,80,74,0,0,1,0,4,1
86001,40776,32681,671,3294,718,65,2062,1285
86003,23,0,0,23,0,0,0,0
86004,37338,26033,459,5854,357,49,3273,1313
86011,6362,4904,259,446,252,10,221,270
86015,385,340,3,15,11,3,9,4
86016,62,3,0,59,0,0,0,0
86017,667,606,8,5,4,2,28,14
86018,759,693,1,15,1,7,20,22
86020,1941,48,0,1846,0,0,7,40
86021,6085,5991,7,1,3,1,37,45
86022,2210,1799,9,316,5,8,26,47
86023,2627,1612,43,425,217,8,225,97
86024,703,676,1,9,3,0,8,6
86025,5676,3252,139,1446,74,2,447,316
86028,47,30,0,16,0,0,1,0
86029,320,184,1,94,1,2,16,22
86030,1374,22,1,1343,1,0,2,5
86031,1856,18,0,1801,0,0,2,35
86032,1509,1225,5,202,2,0,39,36
86033,7844,261,13,7390,5,1,21,153
86034,2271,86,6,2114,15,3,4,43
86035,1802,14,1,1758,0,0,0,29
86036,388,210,0,155,2,0,7,14
86038,77,74,0,1,0,0,0,2
86039,1467,45,1,1387,5,1,1,27
86040,10283,4507,29,5072,77,2,160,436
86042,1778,65,7,1664,8,3,3,28
86043,1798,22,2,1750,11,0,1,12
86044,4251,49,12,4110,0,0,9,71
86045,11354,400,28,10641,69,3,37,176
86046,6090,4822,69,203,44,4,753,195
86047,14970,5903,559,6854,100,11,945,598
86052,28,21,0,0,6,0,0,1
86053,2311,10,0,2278,1,0,1,21
86054,1935,38,4,1860,0,0,4,29
86301,20626,18567,151,375,291,33,634,575
86303,17082,16128,65,166,126,9,249,339
86305,17356,16429,81,133,159,19,252,283
86313,257,220,21,7,1,1,1,6
86314,34401,29647,294,449,381,53,2631,946
86315,7234,6651,42,49,89,12,206,185
86320,1885,1622,22,38,7,0,119,77
86321,2219,1924,10,63,5,1,147,69
86322,11480,9456,50,794,48,13,654,465
86323,15822,14350,58,152,69,11,812,370
86324,4168,3596,38,252,20,8,151,103
86325,5152,4691,32,66,61,2,178,122
86326,23344,19789,146,394,165,20,2206,624
86327,8858,8334,32,81,45,6,188,172
86329,1179,1065,10,10,2,0,48,44
86331,477,445,3,2,1,0,7,19
86332,1637,1542,4,17,3,0,48,23
86333,5734,5332,46,76,11,0,112,157
86334,4985,4090,35,74,19,5,620,142
86335,4806,4164,27,145,25,2,270,173
86336,11320,10231,60,64,207,14,553,191
86337,1267,1103,9,43,5,0,54,53
86338,743,699,5,3,0,0,17,19
86343,177,176,0,0,0,0,1,0
86351,6349,5860,38,39,98,5,181,128
86401,24289,21491,235,431,352,90,960,730
86403,15802,13741,128,195,149,29,1147,413
86404,16243,14674,103,152,118,11,810,375
86406,23763,21933,148,224,253,30,669,506
86409,26471,23682,234,423,272,40,1031,789
86411,224,197,0,16,1,0,7,3
86413,12103,10630,265,222,92,29,504,361
86426,13863,12255,126,141,204,19,724,394
86429,7162,6221,116,58,139,12,385,231
86431,403,364,0,2,7,4,15,11
86432,3933,2883,8,51,18,2,890,81
86433,111,108,0,0,1,0,0,2
86434,1490,192,6,1248,2,0,8,34
86435,487,15,0,448,0,0,3,21
86436,2104,1978,7,21,7,3,51,37
86437,76,25,0,40,0,0,11,0
86438,913,831,11,16,2,5,15,33
86440,6906,5401,36,599,31,10,477,352
86441,2224,2015,18,23,13,2,102,51
86442,33382,27011,414,402,425,49,4093,988
86443,76,71,0,0,0,0,2,3
86444,1289,1198,9,17,12,1,24,28
86445,311,286,4,7,1,1,4,8
86502,1464,55,3,1380,1,3,5,17
86503,10714,321,17,10214,15,0,10,137
86504,6589,249,10,6097,57,4,19,153
86505,7682,135,9,7369,15,0,7,147
86506,1321,17,0,1285,1,0,2,16
86507,2340,11,0,2308,0,0,0,21
86508,752,15,1,705,0,0,7,24
86510,5358,106,9,5183,22,1,5,32
86511,3694,129,5,3462,3,1,4,90
86512,2439,236,7,2116,4,1,12,63
86514,3317,79,2,3182,7,1,11,35
86515,4479,160,2,4180,20,6,35,76
86520,1793,8,1,1760,0,0,0,24
86535,1199,10,1,1176,0,0,0,12
86538,2338,74,3,2223,1,1,3,33
86540,1088,7,0,1055,0,0,0,26
86544,1267,9,0,1246,0,0,1,11
86545,1650,9,0,1616,5,0,2,18
86547,1171,4,0,1152,1,0,0,14
86556,2090,50,3,2000,0,0,1,36
87001,3684,519,3,2828,12,0,273,49
87002,22517,17612,317,508,76,13,3145,846
87004,10136,5674,79,1446,42,10,2666,219
87005,799,545,7,141,1,2,80,23
87006,703,590,7,6,3,0,72,25
87007,1080,28,1,1026,0,0,6,19
87008,2552,2271,15,48,29,1,105,83
87010,1139,1025,15,14,13,0,34,38
87011,84,78,0,1,2,0,2,1
87012,261,161,0,15,0,0,65,20
87013,5200,889,11,3813,8,0,341,138
87014,654,284,4,71,0,0,260,35
87015,13105,11239,123,238,93,11,964,437
87016,3730,2784,72,115,11,4,603,141
87017,429,276,0,3,0,0,109,41
87018,522,10,1,495,0,0,7,9
87020,11347,6785,207,1749,87,21,2033,465
87021,3472,2393,38,442,12,1,496,90
87022,907,25,0,844,1,0,14,23
87023,665,540,14,8,2,0,80,21
87024,2214,264,1,1835,1,0,93,20
87025,1237,1105,3,27,13,0,63,26
87026,4063,330,25,3416,5,0,227,60
87027,309,199,5,17,2,0,79,7
87028,145,130,0,1,0,0,10,4
87029,237,207,0,4,1,0,21,4
87031,44075,31252,670,1329,288,41,8638,1857
87032,291,244,4,5,2,0,23,13
87034,2207,22,3,2137,0,0,16,29
87035,7268,5496,95,189,32,1,1140,315
87036,1868,1336,17,24,9,1,374,107
87037,677,11,0,649,0,0,2,15
87038,616,15,2,565,17,0,8,9
87040,496,7,1,474,4,0,2,8
87041,881,215,8,165,0,1,471,21
87042,3644,2770,32,91,9,1,580,161
87043,5052,4619,43,64,53,1,164,108
87044,387,257,0,37,1,3,72,17
87045,1751,123,2,1578,0,1,21,26
87046,186,147,0,7,1,0,25,6
87047,4894,4365,51,50,41,6,279,102
87048,8682,7468,90,149,116,0,588,271
87049,973,82,0,809,0,0,57,25
87051,969,537,4,21,5,0,354,48
87052,3182,13,0,3138,1,0,2,28
87053,998,88,0,771,1,0,126,12
87056,954,842,2,14,9,0,73,14
87059,9604,8158,71,136,64,4,859,312
87061,371,242,1,8,4,0,108,8
87062,1869,1491,15,30,0,0,294,39
87063,323,238,3,4,2,0,61,15
87064,161,131,0,0,0,0,22,8
87068,4755,3323,19,879,24,0,372,138
87070,42,31,2,0,0,0,9,0
87072,660,8,0,628,0,1,7,16
87083,569,355,5,131,6,0,48,24
87102,21204,12896,821,1072,223,26,5165,1001
87104,12123,8599,224,595,75,4,2120,506
87105,57680,33549,774,2787,228,21,18024,2297
87106,27013,18826,1112,1423,1082,22,3226,1322
87107,31183,21980,418,1208,225,29,5970,1353
87108,38647,24420,1913,2838,950,47,6523,1956
87109,40432,29164,1282,2681,1022,58,4446,1779
87110,38587,29308,1017,1690,1112,31,3742,1687
87111,56490,47384,1350,1523,1840,56,2272,2065
87112,43584,33917,1486,1708,1296,32,3117,2028
87113,14477,10432,236,451,989,10,1761,598
87114,61623,44847,2053,2551,1376,75,7534,3187
87116,4117,2917,409,92,127,23,171,378
87117,310,236,26,12,8,1,10,17
87120,58023,39470,1890,2831,1186,92,9761,2793
87121,76721,42547,2499,3266,603,73,24379,3354
87122,17977,15487,230,157,1134,4,455,510
87123,41468,27663,1758,2280,1904,80,5758,2025
87124,51404,39341,1345,1583,1042,78,5668,2347
87144,37719,28134,1205,1322,627,75,4529,1827
87301,23674,7993,261,10946,449,11,2701,1313
87305,3350,331,5,2862,0,0,58,94
87310,938,0,3,929,0,0,1,5
87311,4208,25,7,4134,0,0,0,42
87312,579,107,1,430,2,0,8,31
87313,5662,165,16,5382,22,0,13,64
87315,149,106,0,28,3,0,7,5
87316,1304,54,2,1222,0,0,3,23
87317,1956,312,15,985,1,2,511,130
87319,1832,57,1,1733,1,0,8,32
87320,765,4,0,735,0,0,3,23
87321,2226,639,6,1458,8,0,24,91
87322,247,49,0,193,0,0,3,2
87323,4558,621,10,3761,3,8,79,76
87325,3034,53,1,2885,41,1,7,46
87326,1688,181,4,1461,6,1,11,24
87327,7883,186,15,7543,29,1,27,82
87328,2668,38,6,2574,9,0,10,31
87347,309,203,8,79,0,0,8,11
87357,604,69,3,502,16,0,2,12
87364,1111,8,0,1086,0,0,0,17
87375,3193,40,2,3082,0,0,15,54
87401,46293,27014,424,11904,219,31,4749,1952
87402,11034,8254,91,1287,81,7,872,442
87410,17603,14051,77,1408,61,4,1358,644
87412,966,568,1,131,3,0,234,29
87413,16792,10477,89,3990,42,2,1598,594
87415,1791,1486,9,52,7,3,189,45
87416,5454,621,12,4631,3,1,37,149
87417,6910,2489,21,3759,21,19,296,305
87418,1059,908,4,85,5,3,35,19
87419,464,385,5,14,6,2,30,22
87420,11967,150,11,11565,21,1,16,203
87421,1871,500,3,1289,2,1,39,37
87455,1750,34,7,1672,6,0,9,22
87461,1315,6,0,1294,0,0,7,8
87499,453,9,1,429,6,0,5,3
87501,15147,13105,139,195,205,11,1007,485
87505,31013,25377,281,652,424,20,3123,1136
87506,12580,7498,50,1726,84,6,2690,526
87507,45890,31641,411,1029,534,36,10546,1693
87508,18183,15253,203,479,225,19,1490,514
87510,1096,651,1,42,9,0,320,73
87511,2747,1338,4,86,5,0,1219,95
87512,199,143,0,0,3,0,49,4
87513,1007,750,6,17,3,1,165,65
87514,1345,1079,1,11,4,0,211,39
87515,311,201,2,5,1,0,100,2
87516,130,59,7,1,0,0,52,11
87517,356,307,1,7,3,0,17,21
87518,91,68,0,2,0,2,17,2
87519,460,334,1,6,0,0,104,15
87520,1419,1004,17,69,5,0,272,52
87521,1003,598,2,43,3,0,281,76
87522,3384,1888,15,77,3,4,1178,219
87523,405,206,0,1,0,0,177,21
87524,260,163,2,5,0,0,83,7
87525,72,65,0,0,0,0,6,1
87527,880,567,3,29,1,0,260,20
87528,3417,231,23,2979,7,0,109,68
87529,3600,2624,11,100,18,1,739,107
87530,974,549,8,9,3,0,379,26
87531,368,272,1,10,7,0,53,25
87532,18223,11444,98,1638,169,4,4351,519
87533,185,13,2,18,2,0,147,3
87535,1270,1014,6,20,3,0,170,57
87537,2957,1727,12,77,12,0,1044,85
87538,493,340,1,10,1,0,120,21
87539,269,172,5,3,1,0,79,9
87540,923,831,1,10,18,1,41,21
87543,247,142,0,3,2,0,81,19
87544,17950,15765,102,142,1071,10,393,467
87548,928,501,12,26,5,0,348,36
87549,1118,785,4,24,2,0,250,53
87551,305,212,0,2,2,0,78,11
87552,3325,2255,25,53,15,0,828,149
87553,1209,669,2,150,0,1,311,76
87554,61,29,0,4,0,0,28,0
87556,2417,1772,8,27,9,0,510,91
87557,6359,4240,41,137,41,4,1550,346
87558,606,569,1,2,0,1,24,9
87560,1445,790,13,33,5,0,507,97
87562,576,389,6,14,0,2,144,21
87564,332,271,3,5,4,0,28,21
87565,478,297,3,7,0,0,159,12
87566,3000,490,8,1263,3,7,1107,122
87567,1634,950,9,37,6,3,543,86
87569,442,241,2,4,1,0,184,10
87571,11706,7669,57,1489,85,2,1819,585
87573,36,21,1,0,0,0,10,4
87574,187,151,4,1,3,0,16,12
87575,789,557,4,9,1,0,190,28
87577,454,368,4,8,5,0,35,34
87578,611,364,2,7,0,0,226,12
87579,890,539,3,7,39,0,221,81
87580,449,355,0,5,0,0,87,2
87581,141,115,2,0,0,0,23,1
87582,1350,861,3,29,3,0,418,36
87583,234,121,0,8,0,0,82,23
87701,20081,13335,356,366,192,33,5051,748
87710,1768,1542,7,18,16,5,122,58
87711,753,500,4,15,5,0,211,18
87712,283,199,10,8,0,0,51,15
87713,283,156,0,7,0,0,102,18
87714,1151,937,1,9,0,1,165,38
87715,532,313,1,9,1,0,183,25
87718,467,407,0,7,3,0,40,10
87722,376,267,0,1,0,0,80,28
87723,408,300,3,8,0,0,80,17
87724,88,84,0,1,1,0,1,1
87728,417,347,0,3,1,0,44,22
87729,126,107,0,1,2,0,8,8
87730,27,24,0,0,0,0,3,0
87731,223,153,0,0,0,1,56,13
87732,1672,1205,16,12,3,1,400,35
87733,158,134,0,1,0,0,22,1
87734,181,108,0,2,2,0,67,2
87735,90,66,0,0,7,0,15,2
87736,233,180,0,1,0,0,50,2
87740,8068,6783,31,109,23,1,803,318
87742,609,493,1,2,7,1,97,8
87743,361,312,2,3,0,0,37,7
87745,654,487,0,7,4,0,128,28
87746,120,98,0,1,0,0,20,1
87747,1624,1289,24,54,4,0,220,33
87749,75,64,0,1,0,0,7,3
87750,11,11,0,0,0,0,0,0
87752,431,350,2,12,0,0,57,10
87753,254,222,0,4,0,0,25,3
87801,10221,8333,145,379,189,6,842,327
87820,161,135,0,0,0,0,21,5
87821,672,625,2,14,1,0,18,12
87823,884,776,11,9,6,0,58,24
87824,194,181,0,0,0,0,5,8
87825,2999,1170,9,1611,12,1,124,72
87827,276,242,3,11,1,0,10,9
87828,429,356,2,18,3,0,34,16
87829,922,787,9,62,2,0,26,36
87830,999,896,1,13,2,0,50,37
87831,195,179,2,7,0,0,5,2
87832,600,537,1,20,8,0,29,5
