Zip Code,totalPop,whiteAlonePop,blackAlonePop,nativeAlonePop,asianAlonePop,hawaiiAlonePop,otherAlonePop,twoOrMorePop
14420,20467,18961,577,59,260,8,221,381
14422,2468,2379,9,9,6,0,22,43
14423,4799,4539,127,3,36,2,38,54
14424,27007,25862,416,68,211,1,98,351
14425,10717,10110,183,30,149,3,73,169
14427,1964,1922,5,5,7,0,0,25
14428,8096,7745,144,18,55,4,52,78
14432,5726,5523,52,12,25,2,51,61
14433,4629,4331,113,10,14,0,20,141
14435,2941,2878,12,12,8,3,3,25
14437,11415,10052,969,52,57,3,145,137
14441,325,314,0,2,2,0,0,7
14445,8019,7382,259,19,74,3,85,197
14450,41104,38162,887,51,1174,9,217,604
14454,11073,10066,204,17,451,6,97,232
14456,20087,16693,1532,48,310,6,790,708
14462,655,621,4,0,12,0,6,12
14464,7524,7190,75,34,25,1,61,138
14466,1719,1664,10,1,12,1,2,29
14467,9105,7625,713,23,461,1,85,197
14468,17813,17194,217,40,119,5,50,188
14469,6220,6052,31,33,15,0,21,68
14470,8016,7723,79,25,18,1,70,100
14471,2672,2630,6,1,7,0,2,26
14472,8598,8337,45,13,73,1,26,103
14475,234,228,2,1,2,0,0,1
14476,2288,2215,13,16,7,1,10,26
14477,1732,1622,33,16,4,0,35,22
14478,1595,1511,42,9,6,0,11,16
14479,275,267,2,0,0,0,0,6
14480,833,772,2,8,18,0,2,31
14481,1820,1756,7,4,14,0,14,25
14482,8275,7910,146,24,28,0,43,124
14485,4267,4134,24,11,44,0,13,41
14486,308,303,0,0,1,0,3,1
14487,6025,5909,37,9,18,0,6,46
14489,7192,6379,498,23,15,1,104,172
14502,10691,10227,115,15,125,0,45,164
14504,1701,1646,11,7,7,0,9,21
14505,5393,5209,42,15,13,0,47,67
14506,1325,1278,3,2,36,0,0,6
14507,1351,1324,7,1,4,0,2,13
14510,4895,4593,82,24,24,0,93,79
14511,497,471,12,0,5,0,0,9
14512,4721,4606,17,6,19,2,15,56
14513,13976,12460,650,47,80,9,318,412
14514,6389,5610,385,7,169,1,83,134
14516,2365,2206,39,13,4,0,43,60
14517,2883,2800,19,10,7,2,7,38
14519,11581,11196,133,19,75,2,42,114
14521,2761,2672,19,5,6,0,19,40
14522,9565,9245,77,37,50,6,22,128
14525,2865,2797,18,4,10,0,13,23
14526,19804,18374,396,16,667,3,78,270
14527,12820,12444,90,13,59,3,59,152
14529,67,67,0,0,0,0,0,0
14530,5575,5378,33,15,15,0,65,69
14532,4431,4320,14,14,16,0,24,43
14533,2000,1899,31,5,12,0,10,43
14534,31426,27867,624,44,2263,5,135,488
14536,687,668,2,1,6,0,1,9
14537,207,194,10,0,0,0,0,3
14539,242,236,0,0,0,0,0,6
14541,4129,3038,935,17,9,0,83,47
14542,97,93,3,1,0,0,0,0
14543,3152,2983,94,6,35,0,9,25
14544,2101,2055,8,3,6,0,6,23
14545,173,169,2,0,2,0,0,0
14546,4695,4271,228,14,45,4,47,86
14548,4249,4114,30,16,19,1,17,52
14549,91,90,0,0,0,0,0,1
14550,1537,1490,3,4,4,1,13,22
14551,5651,4677,553,17,24,4,197,179
14555,974,907,31,0,3,1,9,23
14559,18057,17163,290,43,168,1,108,284
14560,2164,2114,7,9,9,0,1,24
14561,3086,2993,15,2,8,0,43,25
14564,14487,13802,112,31,311,7,53,171
14568,6048,5852,43,6,34,2,18,93
14569,6211,6039,10,19,49,0,21,73
14571,1176,1099,30,8,1,0,2,36
14572,5081,4942,42,13,21,0,14,49
14580,50587,46858,1097,79,1487,16,296,754
14585,120,120,0,0,0,0,0,0
14586,10256,7908,1013,15,922,3,80,315
14588,749,335,367,7,6,0,34,0
14589,7854,7181,316,29,28,0,159,141
14590,5446,5138,108,12,13,1,107,67
14591,1748,1683,8,5,5,0,20,27
14592,110,107,0,0,0,0,0,3
14604,1743,923,543,11,126,1,91,48
14605,12610,2701,6830,37,161,15,2275,591
14606,28255,18246,6441,115,1350,8,1056,1039
14607,16223,12959,2034,55,483,5,265,422
14608,12268,2706,7932,83,459,29,481,578
14609,42571,23290,14325,176,446,6,2515,1813
14610,14233,12435,987,32,316,10,156,297
14611,17396,3558,12179,87,211,6,594,761
14612,34515,31062,1782,104,459,6,421,681
14613,14730,5631,6225,94,815,7,1077,881
14614,1224,460,755,0,7,0,1,1
14615,16099,10619,3721,52,441,2,587,677
14616,28534,24695,2221,99,391,5,479,644
14617,22789,20953,874,42,286,8,243,383
14618,22920,19695,747,28,1778,3,124,545
14619,14749,3080,10742,42,119,2,166,598
14620,25141,17897,3844,80,2104,14,374,828
14621,33802,10313,15753,222,738,10,5028,1738
14622,12108,10912,649,21,134,3,156,233
14623,27173,20208,2377,78,3388,3,409,710
14624,36296,31449,3150,99,700,12,290,596
14625,10387,9791,165,26,207,2,46,150
14626,30041,26549,1732,69,704,4,417,566
14627,2320,1663,107,5,427,1,30,87
14701,40730,36899,1338,213,205,15,728,1332
14706,6356,6096,39,36,88,0,19,78
14707,239,235,1,0,0,0,0,3
14708,183,178,2,0,1,0,2,0
14709,1535,1494,7,4,14,0,7,9
14710,3540,3499,6,5,9,0,5,16
14711,1766,1718,6,3,10,0,2,27
14712,3342,3291,10,1,14,0,4,22
14714,487,475,2,2,0,0,2,6
14715,2747,2698,13,7,10,0,0,19
14716,3104,2579,358,18,12,0,94,43
14717,636,632,0,0,2,0,1,1
14718,2163,1969,131,6,11,0,13,33
14719,3497,3426,21,23,2,0,3,22
14720,675,641,4,2,5,0,7,16
14721,230,229,0,0,0,0,0,1
14722,153,152,0,0,1,0,0,0
14723,1295,1272,3,2,2,0,3,13
14724,2540,2501,4,1,5,0,6,23
14726,2156,2118,6,8,1,0,8,15
14727,5450,5300,28,9,15,0,46,52
14728,1031,1007,1,1,1,0,7,14
14729,948,927,5,3,3,0,2,8
14731,1576,1541,2,7,6,2,1,17
14732,211,206,0,0,0,0,0,5
14733,3833,3738,23,8,8,0,15,41
14735,2751,2713,7,15,1,0,4,11
14736,282,273,0,0,4,0,1,4
14737,4252,4130,13,18,19,0,19,53
14738,3651,3558,14,20,5,1,13,40
14739,2903,2817,16,11,4,0,12,43
14740,1431,1410,0,4,2,0,1,14
14741,1873,1848,1,9,2,0,1,12
14742,314,308,4,1,0,0,0,1
14743,1783,1736,22,2,4,2,0,17
14744,2094,1933,36,3,82,0,12,28
14747,2289,2241,0,11,7,0,6,24
14748,746,556,3,173,2,0,0,12
14750,4426,4260,27,9,64,0,17,49
14752,169,159,0,6,0,0,2,2
14753,1166,1126,9,11,5,0,0,15
14754,667,657,1,2,2,0,0,5
14755,2916,2791,33,49,10,0,5,28
14756,110,105,0,1,0,0,0,4
14757,3487,3339,94,4,8,4,8,30
14760,18775,17278,574,114,224,4,107,474
14767,2088,2045,4,5,9,1,3,21
14769,919,891,8,1,1,0,7,11
14770,2963,2877,21,8,9,0,5,43
14772,4255,4104,23,42,7,2,13,64
14774,151,151,0,0,0,0,0,0
14775,2537,2477,5,6,0,2,13,34
14777,667,657,4,1,2,0,0,3
14778,1453,1259,94,4,53,0,21,22
14779,6932,5302,55,1244,30,4,53,244
14781,2225,2174,5,5,4,0,13,24
14782,2401,2337,16,4,6,0,10,28
14783,320,120,0,198,0,0,0,2
14784,1033,1003,1,5,0,0,10,14
14787,5121,4971,35,5,22,1,33,54
14788,163,152,8,0,0,0,0,3
14801,5475,5318,15,14,25,0,21,82
14802,4135,3479,294,8,191,2,63,98
14803,1174,1139,3,1,17,0,1,13
14804,1479,1436,1,2,16,0,0,24
14805,1100,1075,6,6,2,0,2,9
14806,2269,2222,7,2,3,2,9,24
14807,3076,3020,8,2,6,0,15,25
14808,591,571,1,3,2,0,0,14
14809,2552,2472,16,9,5,1,17,32
14810,12356,11712,359,28,54,3,49,151
14812,3478,3341,55,23,17,0,0,42
14813,2520,2411,44,7,8,0,12,38
14814,1931,1817,23,5,58,0,4,24
14815,946,928,4,1,1,0,0,12
14816,520,500,2,6,4,1,3,4
14817,2380,2216,50,8,17,1,15,73
14818,1745,1700,14,1,3,2,2,23
14819,733,712,7,3,1,0,0,10
14820,784,768,1,3,0,0,0,12
14821,3314,3248,12,2,5,0,5,42
14822,1169,1151,1,3,0,0,3,11
14823,3754,3700,14,5,15,0,1,19
14824,678,642,4,3,6,0,1,22
14825,919,885,5,8,2,0,6,13
14826,2216,2159,6,2,4,0,4,41
14827,191,187,1,0,0,0,0,3
14830,19850,18486,533,53,312,1,86,379
14836,1009,989,3,1,2,0,3,11
14837,5648,5491,57,10,15,1,16,58
14838,1956,1900,10,4,6,0,7,29
14839,793,782,0,1,7,0,0,3
14840,3061,3007,17,3,7,0,10,17
14841,915,892,1,3,4,1,1,13
14842,938,932,1,0,1,0,0,4
14843,13043,12414,207,26,79,10,61,246
14845,20453,19176,373,31,553,3,41,276
14846,792,768,3,3,1,0,8,9
14847,2398,2322,17,11,17,1,0,30
14850,63886,49523,3093,216,7761,31,902,2360
14853,2755,1604,243,8,702,0,62,136
14854,37,37,0,0,0,0,0,0
14855,956,945,2,1,3,0,1,4
14856,215,211,0,0,0,0,1,3
14858,1598,1575,4,4,2,2,0,11
14859,1029,1004,7,4,1,0,0,13
14860,1039,1009,6,4,6,0,5,9
14861,1404,1362,11,1,2,0,3,25
14864,1307,1282,5,4,0,0,0,16
14865,2607,2532,19,3,7,0,8,38
14867,5569,5243,88,30,31,2,23,152
14869,1378,1347,8,3,0,0,2,18
14870,9821,8783,226,24,586,1,31,170
14871,5456,4642,639,4,35,0,74,62
14872,605,575,7,0,6,0,4,13
14873,2448,2366,25,11,5,0,9,32
14874,250,240,0,0,1,0,5,4
14877,401,401,0,0,0,0,0,0
14878,781,773,2,1,2,0,1,2
14879,2398,2338,18,8,10,0,2,22
14880,1668,1640,6,0,3,1,6,12
14881,192,177,9,0,4,1,0,1
14882,3826,3547,104,19,41,3,41,71
14883,4136,3944,50,13,30,1,19,79
14884,273,267,1,0,0,0,1,4
14885,873,868,2,0,2,0,0,1
14886,6753,6487,60,15,40,3,22,126
14889,1590,1536,9,1,1,0,14,29
14891,4149,4003,32,18,13,0,17,66
14892,8189,7979,42,21,31,0,16,100
14893,6,6,0,0,0,0,0,0
14894,1454,1398,15,3,6,0,8,24
14895,9616,9345,42,29,69,4,28,99
14897,980,962,4,2,2,0,1,9
14898,1734,1702,18,3,4,0,0,7
14901,16736,12509,3014,82,111,3,219,798
14903,7567,7159,129,10,101,2,33,133
14904,16269,14402,1038,54,66,7,69,633
14905,9070,8100,534,13,104,4,54,261
15001,31964,26982,4257,40,127,3,82,473
15003,11861,10081,1312,10,56,5,49,348
15004,351,349,0,0,0,0,0,2
15005,9450,9171,97,9,65,2,17,89
15006,240,239,1,0,0,0,0,0
15007,323,319,2,0,1,0,1,0
15009,15082,14554,216,11,107,8,37,149
15010,28425,25450,2088,24,144,7,79,633
15012,15905,15243,294,10,115,1,33,209
15014,3184,2964,141,3,10,1,12,53
15015,1175,1144,7,0,11,2,3,8
15017,16213,14948,488,8,521,0,45,203
15018,821,778,21,4,5,0,3,10
15019,1719,1669,14,1,9,0,1,25
15020,231,229,0,0,0,0,0,2
15021,7352,7149,75,3,21,2,4,98
15022,10340,9715,342,9,60,1,27,186
15024,9029,8557,88,9,282,1,18,74
15025,15944,12723,2735,13,156,2,39,276
15026,3390,3336,24,2,6,0,2,20
15027,2201,2128,28,2,6,0,6,31
15028,142,142,0,0,0,0,0,0
15030,1128,1074,23,0,6,0,1,24
15031,513,475,16,0,2,2,4,14
15033,4910,3932,724,5,19,2,43,185
15034,1792,1691,53,13,5,0,0,30
15035,2129,1898,149,1,6,0,19,56
15037,10894,10546,205,10,22,3,8,100
15038,325,323,0,2,0,0,0,0
15042,8105,7848,97,3,47,1,9,100
15043,2458,2422,11,2,3,2,1,17
15044,27049,26053,187,28,521,3,37,220
15045,4483,4312,76,10,11,2,5,67
15046,2640,2502,57,5,38,0,4,34
15047,151,151,0,0,0,0,0,0
15049,895,887,2,1,5,0,0,0
15050,2431,2389,11,5,8,2,4,12
15051,461,450,9,1,0,0,0,1
15052,3483,3370,56,4,9,1,6,37
15053,154,150,0,0,1,0,0,3
15054,375,368,3,0,0,0,0,4
15055,1360,1269,41,4,14,2,5,25
15056,1140,976,87,1,18,0,10,48
15057,13930,13300,212,15,228,6,42,127
15059,4193,3487,543,12,10,0,20,121
15060,790,777,6,1,0,1,3,2
15061,12799,12058,404,6,104,0,42,185
15062,7731,6230,1152,5,23,1,44,276
15063,11677,11290,189,16,32,0,25,125
15064,382,356,21,0,1,0,0,4
15065,11588,10911,368,14,70,0,17,208
15066,12785,11545,786,20,20,3,16,395
15067,2281,2222,18,2,14,0,7,18
15068,38785,34628,2800,50,182,6,118,1001
15071,9956,9222,282,7,268,8,39,130
15072,101,75,23,0,0,0,2,1
15074,8874,7891,698,10,17,1,8,249
15075,128,128,0,0,0,0,0,0
15076,849,831,9,2,0,0,2,5
15077,198,186,3,0,0,0,0,9
15078,523,508,3,1,1,0,0,10
15081,475,461,9,0,0,0,0,5
15082,350,336,0,0,0,0,0,14
15083,952,934,2,0,1,0,0,15
15084,10130,9650,253,22,57,1,17,130
15085,7944,7741,68,1,61,0,11,62
15086,300,295,0,0,4,0,0,1
15087,234,224,0,1,6,0,0,3
15088,535,518,15,0,0,0,0,2
15089,6262,6088,94,1,15,0,12,52
15090,21202,19124,333,33,1342,12,96,262
15101,24292,23139,289,17,601,5,51,190
15102,29529,28350,386,18,421,4,77,273
15104,9038,3285,5378,28,17,5,51,274
15106,18536,16970,889,17,248,6,66,340
15108,40153,36065,2058,39,1004,13,257,717
15110,5565,2204,3077,11,20,0,43,210
15112,3292,2165,955,7,9,0,20,136
15116,14427,13989,117,8,185,2,25,101
15120,18931,14778,3427,21,218,3,85,399
15122,20131,17358,2270,14,76,0,48,365
15126,7014,6636,163,9,119,4,9,74
15129,10920,10295,355,6,100,3,22,139
15131,8240,7727,280,8,78,6,15,126
15132,21472,13879,6407,65,63,8,115,935
15133,6432,6244,90,13,15,2,10,58
15135,5139,4994,64,4,19,0,10,48
15136,21849,17800,3166,23,201,3,67,589
15137,10228,8493,1400,13,76,2,22,222
15139,6307,6125,62,9,45,0,17,49
15140,3294,2845,330,4,9,0,4,102
15142,1163,1057,11,0,75,0,1,19
15143,19660,17898,512,17,933,5,49,246
15144,4142,4079,20,3,4,0,7,29
15145,7132,5677,1168,19,57,0,37,174
15146,28323,22516,3317,44,1669,11,119,647
15147,17395,13232,3692,27,59,0,76,309
15148,2814,2211,437,12,10,0,20,124
15201,12713,8692,3364,24,213,2,100,318
15202,19685,17574,1381,32,185,3,77,433
15203,9949,9240,331,12,172,7,42,145
15204,8329,4564,3240,22,149,0,45,309
15205,21865,18673,1981,30,576,5,98,502
15206,28615,13173,13205,77,1192,16,194,758
15207,11268,8419,2414,23,150,5,29,228
15208,10406,3049,6791,38,152,0,74,302
15209,12438,11927,214,26,83,0,24,164
15210,25954,17161,7498,66,217,5,144,863
15211,11081,9703,956,12,114,1,65,230
15212,27895,18493,8087,48,313,7,156,791
15213,30844,21062,4000,64,4560,13,358,787
15214,14352,8056,5727,30,81,8,78,372
15215,12615,11604,319,10,436,1,41,204
15216,23350,20947,1237,18,406,5,308,429
15217,27220,22592,933,32,2769,2,285,607
15218,13851,9576,3488,29,274,4,89,391
15219,16696,6293,9842,34,180,2,59,286
15220,17718,13877,1342,26,2036,0,101,336
15221,31060,14531,15134,101,336,9,124,825
15222,3294,2484,509,8,147,2,53,91
15223,7236,7002,60,4,52,0,26,92
15224,10141,6883,2556,12,391,3,77,219
15225,1084,958,36,3,1,0,50,36
15226,13974,12839,579,15,175,0,79,287
15227,28156,25933,1028,33,714,5,75,368
15228,17595,16345,215,8,701,3,60,263
15229,13825,13207,244,6,147,2,38,181
15232,11374,8651,691,14,1730,4,91,193
15233,4451,1583,2617,10,24,1,142,74
15234,14056,13318,242,4,277,0,45,170
15235,34580,20740,12234,76,440,4,195,891
15236,29724,27793,1195,23,290,11,76,336
15237,41895,38821,703,29,1799,14,114,415
15238,13162,12052,137,15,771,4,19,164
15239,21024,19733,739,16,258,2,55,221
15241,20395,18844,163,7,1114,2,57,208
15243,13406,12742,103,6,430,5,24,96
15260,0,0,0,0,0,0,0,0
15290,0,0,0,0,0,0,0,0
15301,49331,44825,2896,57,277,11,208,1057
15310,290,290,0,0,0,0,0,0
15311,1391,1376,4,4,4,0,0,3
15312,3579,3490,21,9,3,1,2,53
15313,377,370,2,0,3,0,0,2
15314,3788,3655,72,0,6,0,5,50
15315,776,751,3,2,3,0,0,17
15316,131,128,0,2,0,0,0,1
15317,36535,34261,1076,31,471,3,159,534
15320,5384,5275,20,8,12,2,7,60
15321,1676,1638,18,0,5,0,5,10
15322,2018,1939,57,5,1,0,1,15
15323,4542,4450,18,4,11,0,4,55
15324,632,613,6,0,3,0,1,9
15325,439,428,0,2,0,1,0,8
15327,1527,1493,3,7,0,0,1,23
15329,1709,1661,19,0,3,0,4,22
15330,5299,5209,33,2,13,0,6,36
15331,1090,1039,33,1,0,0,0,17
15332,8148,7949,77,11,32,1,23,55
15333,2150,2067,32,6,4,0,2,39
15334,113,112,0,0,0,0,0,1
15337,744,731,6,0,0,0,2,5
15338,1606,1570,7,2,3,0,7,17
15340,1469,1430,21,0,5,0,1,12
15341,869,861,2,0,0,0,0,6
15342,4818,4531,176,7,9,0,16,79
15344,1450,1416,12,4,6,0,1,11
15345,1642,1570,24,8,4,0,0,36
15346,749,730,8,3,0,0,0,8
15347,582,567,6,2,0,0,4,3
15348,283,274,4,0,0,0,0,5
15349,1737,1720,4,2,0,0,0,11
15350,425,411,6,2,1,0,1,4
15351,901,888,5,1,0,0,1,6
15352,987,965,5,0,1,0,4,12
15353,64,51,0,0,0,0,12,1
15357,1661,1628,9,1,6,0,6,11
15358,923,891,9,2,0,1,0,20
15359,174,172,0,0,0,0,2,0
15360,1731,1699,3,4,3,0,2,20
15361,151,151,0,0,0,0,0,0
15362,767,754,8,1,1,0,0,3
15363,760,738,5,1,3,0,5,8
15364,869,862,1,1,0,0,0,5
15366,164,161,0,0,1,0,0,2
15367,8731,8379,26,9,216,0,28,73
15368,473,457,2,1,0,0,0,13
15370,14870,13256,1155,24,77,4,214,140
15376,1740,1721,4,1,2,0,1,11
15377,724,708,1,9,1,0,0,5
15378,106,70,34,0,1,0,0,1
15379,132,120,9,0,1,0,0,2
15380,719,698,0,4,1,0,0,16
15401,32288,28684,2641,54,187,2,63,657
15410,905,874,19,3,1,0,0,8
15411,661,650,1,3,0,0,0,7
15412,470,466,3,0,0,0,0,1
15413,551,484,52,1,3,0,0,11
15417,9469,8389,807,21,14,0,12,226
15419,4492,4007,343,10,33,0,22,77
15420,251,161,66,1,0,0,2,21
15421,112,107,0,0,0,0,0,5
15422,220,214,4,0,0,0,0,2
15423,1781,1744,16,5,4,0,0,12
15424,2489,2432,8,2,5,0,2,40
15425,19270,18506,470,18,48,10,30,188
15427,1091,1006,56,6,0,0,3,20
15428,1806,1779,13,1,0,0,1,12
15429,126,116,2,0,0,0,0,8
15430,314,302,4,0,0,0,0,8
15431,4744,4683,18,5,8,0,1,29
15432,427,418,5,0,0,0,0,4
15433,741,728,7,0,0,0,5,1
15434,313,307,2,0,1,0,0,3
15435,437,390,38,0,0,0,0,9
15436,2740,2643,58,3,0,0,0,36
15437,2573,2545,4,3,4,1,5,11
15438,2221,2180,10,5,12,5,4,5
15440,349,348,0,0,0,0,1,0
15442,2105,2045,30,5,5,0,7,13
15443,377,354,19,0,0,0,1,3
15444,517,449,46,1,1,0,2,18
15445,2693,2620,21,2,18,0,3,29
15446,324,318,0,0,0,0,0,6
15447,181,177,1,0,1,0,0,2
15448,192,179,1,0,0,0,0,12
15449,184,184,0,0,0,0,0,0
15450,2323,977,1132,1,7,1,203,2
15451,955,934,10,3,2,0,0,6
15454,237,227,9,0,0,0,0,1
15455,298,282,9,5,0,0,0,2
15456,2976,2869,45,2,11,0,2,47
15458,2379,2142,203,3,2,0,0,29
15459,1763,1717,10,8,9,0,5,14
15460,120,105,0,2,0,2,0,11
15461,4333,3994,213,8,14,0,13,91
15462,398,391,0,0,1,0,2,4
15463,64,56,8,0,0,0,0,0
15464,1536,1511,7,0,1,0,1,16
15466,458,449,0,0,0,0,5,4
15467,141,141,0,0,0,0,0,0
15468,2303,2197,70,2,2,1,1,30
15469,2331,2307,6,0,3,0,1,14
15470,982,968,1,2,0,0,5,6
15472,306,295,7,0,0,0,0,4
15473,3862,3757,44,3,13,1,3,41
15474,2049,2016,8,5,3,0,2,15
15475,1356,1244,89,4,3,0,4,12
15476,157,140,16,0,0,0,0,1
15477,855,827,8,2,0,0,3,15
15478,6446,6336,40,9,8,0,9,44
15479,2113,2032,39,2,6,0,4,30
15480,1946,1887,24,0,1,0,2,32
15482,604,593,1,1,0,0,0,9
15483,513,502,0,0,0,0,0,11
15484,328,285,23,0,7,0,0,13
15486,2303,2257,19,3,2,0,4,18
15489,389,386,1,0,0,0,0,2
15490,628,626,1,0,1,0,0,0
15492,108,108,0,0,0,0,0,0
15501,16861,15817,596,21,123,8,163,133
15502,191,186,2,0,1,0,0,2
15510,2229,793,1171,1,15,0,247,2
15520,293,284,1,1,3,0,0,4
15521,1872,1831,3,2,1,0,1,34
15522,12036,11640,125,17,54,0,92,108
15530,5368,5303,8,3,17,3,1,33
15531,3861,3785,14,8,10,0,9,35
15532,142,142,0,0,0,0,0,0
15533,1370,1349,10,1,0,0,0,10
15534,932,906,4,6,0,1,0,15
15535,2203,2167,7,1,0,0,8,20
15536,459,452,1,1,0,0,0,5
15537,7952,7824,36,7,16,2,13,54
15538,824,821,1,0,0,0,0,2
15539,498,487,2,1,0,0,0,8
15540,290,288,0,1,0,0,0,1
15541,3721,3697,3,1,6,0,0,14
15542,1175,1172,1,0,0,0,0,2
15544,264,264,0,0,0,0,0,0
15545,2879,2845,3,7,1,1,1,21
15546,386,380,3,0,1,0,1,1
15547,504,498,1,0,0,0,0,5
15550,1699,1674,1,0,2,8,3,11
15551,860,857,1,0,0,0,1,1
15552,6115,6049,12,6,8,3,7,30
15554,2553,2499,6,15,10,1,12,10
15555,112,111,0,0,0,0,0,1
15557,3684,3648,2,7,4,0,7,16
15558,2126,2108,3,3,0,0,7,5
15559,1968,1951,3,4,2,0,6,2
15560,175,171,0,1,0,0,0,3
15561,168,164,0,0,1,0,0,3
15562,201,201,0,0,0,0,0,0
15563,3345,3305,3,8,4,0,2,23
15564,50,47,1,0,1,0,1,0
15601,59483,56106,1799,69,525,13,220,751
15610,3738,3710,5,4,6,1,0,12
15611,543,532,3,1,4,0,0,3
15612,474,468,0,3,0,0,0,3
15613,13933,13630,132,10,30,3,23,105
15615,387,382,4,0,0,0,1,0
15616,23,20,0,0,0,0,1,2
15617,367,367,0,0,0,0,0,0
15618,2634,2580,18,1,4,1,7,23
15620,911,897,7,1,1,0,0,5
15621,47,47,0,0,0,0,0,0
15622,1387,1379,0,0,1,0,1,6
15623,762,741,10,0,2,0,4,5
15624,410,402,1,2,1,0,1,3
15625,144,143,0,1,0,0,0,0
15626,5105,4903,32,6,88,2,12,62
15627,6544,6434,46,4,12,0,14,34
15628,525,522,0,1,2,0,0,0
15629,676,643,13,1,4,0,2,13
15631,1075,1034,20,1,4,0,6,10
15632,9363,8943,73,3,267,0,14,63
15633,293,287,3,0,0,1,0,2
15634,523,515,1,1,3,0,0,3
15635,220,211,2,0,6,0,0,1
15636,3946,3870,18,7,19,0,5,27
15637,1861,1833,10,0,3,0,0,15
15638,288,278,1,0,3,0,0,6
15639,2301,2239,13,0,5,1,10,33
15640,378,378,0,0,0,0,0,0
15641,500,495,1,0,0,0,0,4
15642,45286,44234,335,19,296,5,83,314
15644,18836,17551,726,28,62,4,42,423
15646,233,226,0,0,2,0,0,5
15647,314,303,0,0,1,0,3,7
15650,28432,27681,233,30,203,5,40,240
15655,423,421,1,0,0,0,1,0
15656,10298,10028,122,9,30,1,11,97
15658,8916,8835,11,4,20,6,9,31
15660,323,322,0,0,0,0,0,1
15661,504,490,1,1,1,0,0,11
15662,271,263,3,0,4,0,1,0
15663,455,453,1,0,0,0,1,0
15665,1472,1445,9,0,7,1,2,8
15666,16461,16073,140,14,51,3,28,152
15668,13139,12292,116,14,589,0,25,103
15670,3649,3561,23,4,22,0,7,32
15671,865,855,2,0,0,0,4,4
15672,3334,3224,48,3,27,0,8,24
15673,1296,1246,21,0,4,0,4,21
15675,1003,976,12,1,2,0,2,10
15676,437,432,1,0,2,1,0,1
15677,389,383,0,3,0,0,0,3
15678,476,472,1,0,1,0,0,2
15679,3343,3271,23,6,4,0,2,37
15680,101,100,0,0,0,0,1,0
15681,5241,5137,31,10,26,0,4,33
15683,8248,8080,64,5,12,1,8,78
15684,841,783,29,4,2,0,7,16
15686,972,960,6,1,0,0,0,5
15687,1476,1465,1,1,2,3,4,0
15688,641,637,2,0,1,0,0,1
15689,229,229,0,0,0,0,0,0
15690,9078,8496,342,7,21,1,15,196
15691,70,67,0,2,0,0,0,1
15692,941,918,1,3,2,0,0,17
15693,189,182,2,0,0,0,0,5
15695,337,328,3,1,0,0,1,4
15696,384,379,0,0,1,0,0,4
15697,3038,2962,25,7,6,0,2,36
15698,791,788,0,0,0,0,0,3
15701,34704,31170,2120,51,673,6,250,434
15710,266,264,1,0,0,0,0,1
15711,412,408,0,0,1,0,0,3
15712,151,151,0,0,0,0,0,0
15713,294,291,0,0,1,0,0,2
15714,5323,5253,21,8,14,1,5,21
15715,621,612,0,4,0,0,0,5
15716,683,666,3,3,1,0,1,9
15717,10847,10368,266,21,39,6,46,101
15721,234,234,0,0,0,0,0,0
15722,2432,2416,6,1,0,0,0,9
15723,46,45,0,0,1,0,0,0
15724,2412,2379,5,4,4,0,1,19
15725,1446,1431,0,1,0,0,3,11
15727,168,161,2,0,0,0,0,5
15728,3701,3655,12,2,4,0,7,21
15729,1537,1507,5,1,4,0,4,16
15730,69,67,0,0,2,0,0,0
15731,315,311,1,0,2,0,0,1
15732,1669,1653,4,0,2,0,3,7
15733,108,108,0,0,0,0,0,0
15734,322,322,0,0,0,0,0,0
15736,613,595,1,0,0,0,3,14
15737,83,83,0,0,0,0,0,0
15738,265,265,0,0,0,0,0,0
15739,462,451,8,0,0,0,1,2
15741,83,83,0,0,0,0,0,0
15742,950,936,2,6,5,0,0,1
15744,105,103,1,0,0,0,0,1
15745,337,330,0,0,0,0,0,7
15746,135,134,0,0,0,0,0,1
15747,2027,2024,1,1,0,0,0,1
15748,7060,6936,30,14,13,0,15,52
15750,245,235,9,0,0,0,0,1
15752,54,52,2,0,0,0,0,0
15753,513,511,1,0,0,0,0,1
15754,502,481,4,2,0,0,0,15
15756,207,206,0,1,0,0,0,0
15757,1618,1605,0,3,0,0,0,10
15759,3004,2973,12,2,3,0,2,12
15760,152,152,0,0,0,0,0,0
15761,111,111,0,0,0,0,0,0
15762,823,818,1,0,2,0,0,2
15764,163,163,0,0,0,0,0,0
15765,1707,1697,0,0,5,0,1,4
15767,14668,14346,102,31,30,1,29,129
15770,184,184,0,0,0,0,0,0
15771,991,981,1,1,1,0,0,7
15772,1715,1702,1,6,0,0,0,6
15773,516,516,0,0,0,0,0,0
15774,3029,2992,3,0,11,0,0,23
15775,751,742,0,0,0,0,4,5
15776,52,51,0,0,1,0,0,0
15777,170,164,0,0,0,0,0,6
15778,140,137,2,0,0,0,1,0
15779,414,358,44,1,2,0,7,2
15780,148,148,0,0,0,0,0,0
15781,94,94,0,0,0,0,0,0
15783,140,140,0,0,0,0,0,0
15784,67,66,0,0,0,0,0,1
15801,19270,18769,86,8,177,4,41,185
15821,164,160,0,0,0,0,2,2
15823,1431,1417,0,1,2,0,2,9
15824,5407,5335,5,5,13,0,3,46
