TractFIPS_1,PlaceName_1,Population2010,TractFIPS,BINGE_CrudePrev,CSMOKING_CrudePrev,LPA_CrudePrev,OBESITY_CrudePrev,SLEEP_CrudePrev,ARTHRITIS_CrudePrev,CASTHMA_CrudePrev,BPHIGH_CrudePrev,CANCER_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,COPD_CrudePrev,CHD_CrudePrev,DIABETES_CrudePrev,MHLTH_CrudePrev,PHLTH_CrudePrev,TEETHLOST_CrudePrev,STROKE_CrudePrev,ACCESS2_CrudePrev,CHECKUP_CrudePrev,DENTAL_CrudePrev,BPMED_CrudePrev,CHOLSCREEN_CrudePrev,MAMMOUSE_CrudePrev,PAPTEST_CrudePrev,COLON_SCREEN_CrudePrev,COREM_CrudePrev,COREW_CrudePrev
13121002800,"Atlanta, GA",3547,13121002800,19.1,16.2,27,26.2,38.7,9.6,10.9,20.1,2.3,17.6,2.2,4.1,2.9,6.1,16.9,8.4,23.4,2,21.6,69,57.1,60.6,66.3,84.4,81,58.4,22.7,24.8
13121002900,"Atlanta, GA",2523,13121002900,21.8,14.4,23,26.3,36.3,13.2,8.4,25,4,23.6,2.3,3.7,3.6,7.5,10.7,7.6,12.5,2.3,16.8,68.8,68.5,72.4,79,85.7,85,67.2,28.2,31.2
13121003000,"Atlanta, GA",2870,13121003000,25.5,10.5,16,20.7,31.2,11.1,7.4,16.7,4.1,22.3,1.5,2.7,2.2,4,8.7,5.6,5.4,1.2,10.5,65.4,79.5,64.3,82.1,84,87,70.8,40.7,43
13121003100,"Atlanta, GA",1599,13121003100,21.9,16.2,24,27,37.6,13.5,8.9,24.5,3.8,23.4,2.3,4.2,3.4,7.4,12,8.4,16.8,2.3,18.3,67.9,62.9,71.3,76.8,85.5,84,63.3,26.1,30.2
13121003200,"Atlanta, GA",2015,13121003200,26.6,13.3,18,22.1,33.8,9.6,7.9,16,3.3,19.2,1.4,2.7,1.9,3.7,10,5.8,8.4,1.1,13.8,64.3,74,59.5,78.8,83.6,86,67.3,33.6,40.8
13121003500,"Atlanta, GA",2241,13121003500,18.1,27.3,37,39,44.6,15.6,9.5,34.5,3,28.1,3.2,7.2,5.6,12.4,16.6,14.1,26,3.8,29.3,68.5,45.1,72.2,73.7,83.6,82,45.7,19.6,26.8
13121003600,"Atlanta, GA",1207,13121003600,16.7,18.1,30,33.9,42.2,17.4,10.2,34,4.4,26.7,3.2,5.5,5.1,11.5,13.1,10.6,18.6,3.7,22.4,75.3,58.7,75.9,79.8,85.9,85,64.4,24.1,28.3
13121003800,"Atlanta, GA",3967,13121003800,21.8,15.7,26,26.7,41.6,5.1,11,16.7,1,10.6,1.6,2.7,1.3,3.3,16.7,6.5,21.8,1.1,24.6,71.4,55.7,36.8,63.7,86.6,79,58.1,23.3,26.7
13121003900,"Atlanta, GA",1331,13121003900,13,25.4,42,41.9,46.4,24.2,11.6,44.7,5.3,32.9,4.8,9.6,8.1,18.1,16.7,16.5,32,6.3,29.4,77.6,43.5,80.8,79.4,85.2,85,53.3,19.3,22.5
13121004000,"Atlanta, GA",2231,13121004000,12.4,21.5,39,39.9,44.1,26.1,11,46.8,6.3,34.3,4.9,9,8.4,18.5,14.3,15.4,23.6,6.3,25.7,79.7,52.9,83.6,83.8,85.6,86,60.1,22.6,25.7
