TractFIPS_1,PlaceName_1,Population2010,TractFIPS,BINGE_CrudePrev,CSMOKING_CrudePrev,LPA_CrudePrev,OBESITY_CrudePrev,SLEEP_CrudePrev,ARTHRITIS_CrudePrev,CASTHMA_CrudePrev,BPHIGH_CrudePrev,CANCER_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,COPD_CrudePrev,CHD_CrudePrev,DIABETES_CrudePrev,MHLTH_CrudePrev,PHLTH_CrudePrev,TEETHLOST_CrudePrev,STROKE_CrudePrev,ACCESS2_CrudePrev,CHECKUP_CrudePrev,DENTAL_CrudePrev,BPMED_CrudePrev,CHOLSCREEN_CrudePrev,MAMMOUSE_CrudePrev,PAPTEST_CrudePrev,COLON_SCREEN_CrudePrev,COREM_CrudePrev,COREW_CrudePrev
12086002403,"Miami, FL",4129,12086002403,14.6,20,41,35.1,35.6,19.1,7.3,31.4,4.6,34.6,4.1,7.2,7.6,15.9,16.1,17.4,20.2,3.8,44.2,70.7,47.2,72.4,77.2,81.9,81,41.8,18.4,16.7
12086002404,"Miami, FL",5160,12086002404,10.7,22.6,48,38.9,36.3,26.5,8.1,41.7,6.4,41.8,6.2,11.5,12.8,23.3,17.9,23.3,29.2,6.5,47.6,74.3,37.9,79.8,78.2,80.5,80,38.7,15.7,13.6
12086002501,"Miami, FL",5388,12086002501,13.2,25.2,46,38.3,38.5,21.2,8.7,35.1,4.5,35.8,4.7,9.6,8.9,17.9,19.4,20.8,28.8,5,47.7,71.4,38.8,73.5,74.3,82.2,80,37.7,15.8,14.2
12086002502,"Miami, FL",3421,12086002502,13.3,25.8,45,38.3,39.2,22.1,9.1,36.6,4.7,35.7,4.5,9.9,8.6,17.7,18.8,20.3,27.7,5.1,45,72.9,42.1,74.6,76.4,82.7,80,40.7,16.2,16
12086002600,"Miami, FL",5647,12086002600,16.7,18.5,34,32.4,35.9,15,7.4,26.3,3.8,28.8,3.1,5.5,5.2,11.1,14.9,13.1,18.6,2.8,33.1,69.8,50.7,67.7,76.4,84.1,82,44.7,19.5,17.5
12086002702,"Miami, FL",2553,12086002702,17.6,19.9,34,32.7,35.9,15.2,7.4,26.3,3.7,29.2,3,5.8,5.3,11,15.3,13.7,17,2.8,33.7,69,53,66.8,76.2,83.5,82,44.8,20.9,18.8
12086002703,"Miami, FL",6368,12086002703,22.4,12,20,23.3,30.4,11.9,6.5,18.6,4,24,1.8,3.3,3,5.6,10.2,7.4,6.4,1.5,18.4,69.1,75.1,62.6,81.1,85.2,85,62.1,32.9,30.3
12086002705,"Miami, FL",2642,12086002705,19.5,15.1,26,27.3,32.8,14.6,6.9,23.3,4.3,27.8,2.4,4.6,4.1,8.2,11.8,10.1,10.3,2.1,24,70.3,66.8,67,81.2,84.6,84,55.8,28.4,25.6
12086002706,"Miami, FL",3442,12086002706,21.4,13.7,24,26.1,32.4,10.8,6.6,18.6,3.2,23.3,2,3.3,2.9,6.5,11.7,8.6,8.7,1.5,25.8,68.1,67.1,59.6,78.3,85.3,84,54.6,26.6,24.6
12086002800,"Miami, FL",1630,12086002800,13.2,31.7,46,43,42.7,22,9.8,39.9,4.1,34.8,4.7,11.4,9.2,18,21.1,21.8,31.2,5.8,41.2,73.1,37.5,73.7,74.5,84.6,82,36.8,16,14.6
12086002900,"Miami, FL",5752,12086002900,14.1,23,43,37.3,38,19.5,8,32.9,4.4,34.3,4.2,8.2,7.8,16.2,17.7,18.4,25.5,4.2,44.3,71,41.7,72.5,75.8,82.7,81,39.6,16.7,15.2
12086003001,"Miami, FL",2705,12086003001,13.2,21.5,39,34.3,36.1,24.2,8,37.9,6.3,36.9,4.6,9.6,9.6,16.4,15.4,17.7,21.3,5.2,32.3,74.9,50.6,77.9,80.7,83.2,81,46.6,20.3,16.8
12086003003,"Miami, FL",6315,12086003003,13.2,21.8,45,36.5,35.5,21.4,7.6,34.3,5.1,36.7,4.7,8.7,9.2,18,17.3,19.8,21.9,4.6,46.8,71.3,45.2,74.5,76.5,82.2,81,41,17.9,15.6
12086003004,"Miami, FL",4450,12086003004,14.2,23.4,43,36.5,37.7,21.1,7.8,36.1,5,36,4.6,8.9,9.2,17.4,16.8,18.8,24.3,4.8,43.1,72.7,42.4,73.7,76.2,81.2,80,41.5,17.8,15.7
