TractFIPS_1,PlaceName_1,Population2010,TractFIPS,BINGE_CrudePrev,CSMOKING_CrudePrev,LPA_CrudePrev,OBESITY_CrudePrev,SLEEP_CrudePrev,ARTHRITIS_CrudePrev,CASTHMA_CrudePrev,BPHIGH_CrudePrev,CANCER_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,COPD_CrudePrev,CHD_CrudePrev,DIABETES_CrudePrev,MHLTH_CrudePrev,PHLTH_CrudePrev,TEETHLOST_CrudePrev,STROKE_CrudePrev,ACCESS2_CrudePrev,CHECKUP_CrudePrev,DENTAL_CrudePrev,BPMED_CrudePrev,CHOLSCREEN_CrudePrev,MAMMOUSE_CrudePrev,PAPTEST_CrudePrev,COLON_SCREEN_CrudePrev,COREM_CrudePrev,COREW_CrudePrev
25025010404,"Boston, MA",5817,25025010404,25.1,17.5,23,19.5,34.5,6.5,12.2,10.9,1.4,14,1.6,3.4,1.5,3,21.3,8.3,22.8,1,9.7,64.9,58.7,37.3,53.3,82.5,76,55.3,22.8,22
25025010405,"Boston, MA",5522,25025010405,25.2,17.7,24,20.3,34.7,9.1,12.5,14,2.2,18,2,4.2,2.6,4.8,21.3,9.4,22.9,1.6,10.1,66.6,60.2,52,55.3,80.1,75,58.2,21.9,22.1
25025010408,"Boston, MA",1426,25025010408,30.4,10,14,16.3,30.5,7,9.3,10.3,2.3,16,1.1,1.8,1.2,2.5,11.2,5,7,0.7,5.3,66,77.2,46.6,70.3,86.1,86,68.4,31.9,33.1
25025010500,"Boston, MA",3044,25025010500,25.6,13.2,19,19.1,32.4,13,10.3,17.8,4.2,23.2,2.1,3.7,3.3,5.7,13.3,7.9,14,1.9,7.7,69.5,70.8,66.6,70.1,81.5,84,68.5,28.1,28.4
25025010600,"Boston, MA",2858,25025010600,24,10,16,19.2,29.8,16.9,9,21.2,6.1,28.7,2.1,3.4,3.6,6.4,9.5,7.3,6.3,1.9,4.9,72.5,80.8,72.5,81.3,84.8,87,75.5,34.6,36
25025010701,"Boston, MA",2478,25025010701,30.1,9.9,13,17.3,29.6,11.3,9.2,14.2,3.9,21.9,1.4,2.5,2.1,3.8,10.3,5.8,5.8,1.1,4.7,68.7,81.7,61,76,84.9,88,74.1,35.4,38.6
25025010702,"Boston, MA",2400,25025010702,26.9,9.4,14,18.4,29.2,15.4,9.4,18.3,5.5,26.9,1.8,3.1,3,5.1,9.8,6.6,6.2,1.5,4.2,71.6,81.9,69.5,80.4,84.9,88,75.1,35.7,38
25025010801,"Boston, MA",2783,25025010801,26,9.2,14,18.2,28.5,16.1,9.4,18.8,5.9,27.5,1.9,3.1,3.1,5.3,9.6,6.6,5.2,1.5,4.2,72.3,83.8,70.7,81.3,84.8,88,76.8,37.2,40.1
25025010802,"Boston, MA",3059,25025010802,28.4,8.9,13,17.1,28.7,13.2,9.1,15.9,4.8,24.3,1.6,2.6,2.4,4.3,9.4,5.8,4.9,1.2,4.1,70.3,83.4,66,79.1,85.5,87,75.5,36.7,39.1
25025020101,"Boston, MA",4193,25025020101,25.8,8.6,13,18.3,27.7,16.7,9.2,19.4,6.4,28.4,1.9,3.1,3.2,5.3,9,6.5,4.3,1.6,3.8,72.5,85.1,71.6,82.8,85.4,89,77.9,38.1,40
25025020200,"Boston, MA",3649,25025020200,29.4,10.2,14,17.7,29.7,10.6,9.9,13.8,3.6,20.7,1.4,2.4,2.1,3.7,11.1,5.8,6.6,1.1,4.7,67.9,79.1,60.2,74.3,84.5,87,74,33.5,34.7
25025020301,"Boston, MA",2023,25025020301,23.2,9.5,16,17.3,30.3,15.3,8.8,19.8,5.7,27.3,2,3.1,3.6,6,9.5,6.7,7.5,1.7,5,72.2,78.4,72.1,79.6,83.5,87,73.5,34,34.9
25025020302,"Boston, MA",1181,25025020302,29.9,9,13,17.3,29,10.9,9.6,13.6,3.8,21.1,1.4,2.3,1.9,3.5,10.2,5.5,5.7,1,4.1,68.4,82,60.2,76,85.9,88,74.6,36.2,37.9
25025020303,"Boston, MA",3400,25025020303,26,14,19,22.2,33.3,15.3,9.4,21,4.8,27,2.1,4,3.5,6.5,11.5,8.5,10.7,1.9,7.9,71.2,73.4,66.6,77.5,83.6,87,68.6,31.4,32.5
25025030100,"Boston, MA",1954,25025030100,29.7,8.9,13,16.5,27.5,12.4,9.6,15,4.8,22.2,1.6,2.5,2.5,3.7,10.1,5.6,5.7,1.2,4.3,69.2,82.9,65.4,76.3,84.6,88,75.8,36.7,35.1
25025030200,"Boston, MA",1665,25025030200,29.5,12,16,18.2,29.9,12.8,10,15.5,4.7,22.3,1.7,3.1,2.7,4,11.7,6.7,10.3,1.4,5.7,68.2,76.6,63.5,73.8,83.2,86,71.7,33.3,31.9
25025030300,"Boston, MA",4872,25025030300,23.7,12.5,18,21.7,31,19.8,9.6,24.8,6.7,32.1,2.5,4.8,4.9,7.8,11.1,9.3,9.7,2.4,5.7,73,76.1,74.4,80.5,83.9,87,70.7,32.2,32
25025030400,"Boston, MA",2451,25025030400,29.6,12.1,15,18.2,29.5,12.3,10.2,14.8,4.3,21.9,1.6,3.1,2.5,3.9,12,6.7,8.3,1.3,5.6,67.8,78.9,61.8,73.6,84.6,87,72.7,34.5,34.3
25025030500,"Boston, MA",2538,25025030500,29.1,9.7,14,17.7,28,13.4,9.5,16,4.8,24.2,1.6,2.8,2.6,4.3,10.2,6.1,5.3,1.3,4.3,69.6,83.4,66.2,77.4,85.3,88,76.4,36.7,38.1
25025040100,"Boston, MA",2168,25025040100,26.6,10.9,15,19.7,29.1,17,9.5,19.6,6.3,28.2,1.9,3.4,3.3,5.4,9.9,7.2,6.3,1.6,4.3,71.8,82.3,70.1,82.4,84.9,89,75.5,36,37.6
25025040200,"Boston, MA",1606,25025040200,20.5,19,26,26.5,36.9,20.6,11.2,26.4,5.6,32.1,3,6.5,5.2,10,15.3,13,21.9,3,10.7,72.4,58.6,72.6,76.7,82.5,86,57,23.5,23.8
25025040300,"Boston, MA",3882,25025040300,26.6,14.2,18,21.5,31.5,15.2,10.2,18.3,4.8,26.1,1.9,3.8,3,5.4,12.1,8.3,9.5,1.6,6.4,69.5,76.4,65.2,78.1,84.2,88,69.3,33,34.5
25025040401,"Boston, MA",2439,25025040401,22.7,17.1,22,23.2,33.2,20.1,10.6,23.6,6.2,31.1,2.5,5.7,4.5,7.7,13.5,10.9,13.4,2.4,7.5,71.8,71.3,71.9,78.4,82.4,86,66.2,29.9,30.9
