TractFIPS_1,PlaceName_1,Population2010,TractFIPS,BINGE_CrudePrev,CSMOKING_CrudePrev,LPA_CrudePrev,OBESITY_CrudePrev,SLEEP_CrudePrev,ARTHRITIS_CrudePrev,CASTHMA_CrudePrev,BPHIGH_CrudePrev,CANCER_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,COPD_CrudePrev,CHD_CrudePrev,DIABETES_CrudePrev,MHLTH_CrudePrev,PHLTH_CrudePrev,TEETHLOST_CrudePrev,STROKE_CrudePrev,ACCESS2_CrudePrev,CHECKUP_CrudePrev,DENTAL_CrudePrev,BPMED_CrudePrev,CHOLSCREEN_CrudePrev,MAMMOUSE_CrudePrev,PAPTEST_CrudePrev,COLON_SCREEN_CrudePrev,COREM_CrudePrev,COREW_CrudePrev
6075030302,"San Francisco, CA",3549,06075030302,18.4,8.5,14,14.3,28.6,16.9,6.9,25.2,6.3,31.2,2.4,3.2,4.1,8.3,8,7.9,5.6,2.1,6.3,69.9,76.4,72.1,85,80.7,82,68.9,36.4,33.2
6075030400,"San Francisco, CA",5106,06075030400,17.9,9,15,15.5,28.8,18.8,7.2,27.1,6.9,32.6,2.6,3.7,4.6,8.9,8.4,8.7,6,2.4,6.2,70.6,75.9,73.3,85.6,80.4,81,69.9,36.7,32.9
6075030500,"San Francisco, CA",3046,06075030500,16.5,9,16,18,27,24.3,7.4,34.7,9.3,36.1,3.4,4.8,6.7,10.9,8.1,10.1,6.9,3.4,6.8,74.2,76.4,78,88.2,80.4,84,72.4,36.5,32
6075030600,"San Francisco, CA",2221,06075030600,19.4,9,14,17.3,27.3,19.7,7.6,27.2,7.4,32.5,2.6,3.9,4.6,8.2,8.5,8.7,5.1,2.3,5.7,70.4,79.1,72,87,80.9,84,72.4,38.6,35.3
6075030700,"San Francisco, CA",6343,06075030700,19.5,9.2,14,17.6,27.6,19.8,7.5,27.8,7.3,32.8,2.6,3.9,4.7,8.5,8.5,8.8,5.7,2.4,6,70.4,77.8,72.4,87,81.5,84,72.6,37.4,34.1
6075030800,"San Francisco, CA",5667,06075030800,18.3,8,14,15.5,26.8,19.7,7.3,27.1,7.7,32.6,2.6,3.7,4.6,8.2,7.9,8.3,5,2.3,5.6,71.4,79.6,73.6,86.9,81,83,73.4,38.8,35.1
6075030900,"San Francisco, CA",6581,06075030900,17.3,8,14,15.9,27.8,20.1,7.3,28.5,7.6,33.5,2.7,3.8,4.8,9.1,7.9,8.5,5.6,2.5,5.6,72.1,77.8,74.8,87,81,82,72.1,37.5,34.2
6075031000,"San Francisco, CA",3494,06075031000,19,8.4,14,16.1,27.5,18.4,7.2,26.6,6.8,32.2,2.5,3.5,4.3,8.6,8.1,8.3,5,2.2,6.1,70.5,78.6,72.7,86.2,81.2,83,72.7,36.6,34.5
6075031100,"San Francisco, CA",6193,06075031100,21,9.4,14,16.8,29.3,16.1,7.3,24.1,5.7,29.7,2.3,3.2,3.7,7.8,8.6,8.1,5.4,2,7.2,68.2,75.7,68.7,84.5,80.9,83,70.2,35.2,32.8
6075031201,"San Francisco, CA",6167,06075031201,16.2,12.2,20,16,33.5,16.1,7.4,27.1,4.8,31.3,2.7,3.8,4.4,11,10.3,10.2,10,2.6,11.5,68.9,64.4,72,79.9,78.6,77,61.4,28.7,27.6
6075031202,"San Francisco, CA",3137,06075031202,16,13.5,21,17,35.3,16.3,7.7,27.6,4.6,31.1,2.7,4,4.4,11.3,11,10.8,11.9,2.8,12.9,68.6,61.3,71.3,79.4,78.8,76,59.7,27.1,26.4
