TractFIPS_1,PlaceName_1,Population2010,TractFIPS,BINGE_CrudePrev,CSMOKING_CrudePrev,LPA_CrudePrev,OBESITY_CrudePrev,SLEEP_CrudePrev,ARTHRITIS_CrudePrev,CASTHMA_CrudePrev,BPHIGH_CrudePrev,CANCER_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,COPD_CrudePrev,CHD_CrudePrev,DIABETES_CrudePrev,MHLTH_CrudePrev,PHLTH_CrudePrev,TEETHLOST_CrudePrev,STROKE_CrudePrev,ACCESS2_CrudePrev,CHECKUP_CrudePrev,DENTAL_CrudePrev,BPMED_CrudePrev,CHOLSCREEN_CrudePrev,MAMMOUSE_CrudePrev,PAPTEST_CrudePrev,COLON_SCREEN_CrudePrev,COREM_CrudePrev,COREW_CrudePrev
48201451002,"Houston, TX",5109,48201451002,20.8,17.7,28,34.3,37.8,14,8.8,25.9,3.4,26.9,2.3,4,3.2,8.1,14.1,10.2,14,2.1,26.3,67.7,56.9,62.1,75.6,78.4,83,58.1,28.2,30.1
48201451100,"Houston, TX",3989,48201451100,17.7,12.5,24,30.2,30.9,22.6,7.6,32.3,7,38.5,3.1,5.4,6,10.9,10.7,11,9.4,3,16.3,70.9,69.1,76.2,84.9,77.6,83,65.7,34.3,35.3
48201451200,"Houston, TX",2675,48201451200,19.3,9.1,18,24.9,27.1,23.2,6.9,31.1,8.6,39.7,2.6,4.3,5.5,9,8.1,8.6,5.2,2.4,10.3,73.1,79.6,77.7,89.1,78.2,84,72.9,40,41.9
48201451300,"Houston, TX",6881,48201451300,20.2,12.3,22,28.5,31.4,19.6,7.6,28.7,6.2,34.9,2.6,4.4,4.7,9,10.4,9.5,7.9,2.4,15.4,70.2,71.5,72.7,84.1,78.1,84,66.7,35.7,36.8
48201451401,"Houston, TX",3330,48201451401,20.5,11.4,22,26.3,31.1,18.2,7.3,27,6.2,32.8,2.4,3.9,4.4,8.2,9.7,8.6,8.6,2.2,16.8,70.1,71.5,72.1,83.2,77.7,83,67.4,36.2,36.5
48201451402,"Houston, TX",4543,48201451402,22.3,13.9,23,30.7,34.8,14.6,8,24.6,4.1,28.5,2.1,3.4,3.1,7.7,11.6,8.7,8.5,1.8,20.5,68.3,67.1,65,80.1,78.9,84,63.8,33.6,36.4
48201451403,"Houston, TX",3504,48201451403,23.1,12.7,21,27.1,33.6,12.4,7.5,21.4,3.6,26.4,1.8,2.9,2.6,6.2,10.7,7.6,8.3,1.5,18.1,66.2,68.1,61.9,78.7,79,83,62.8,34.3,35.3
48201451500,"Houston, TX",5084,48201451500,22.4,10.9,19,25.5,31.5,13.6,6.9,22.1,4.3,28.4,1.9,2.9,3,6.4,9.5,7.2,6.3,1.6,15.1,66.7,72.7,65.5,81,78.9,84,67.4,37.3,38.9
48201451601,"Houston, TX",5886,48201451601,15.4,8.6,21,23.5,28.1,24.4,6.5,33.7,9.5,39.8,3.2,4.7,6.8,10.2,7.9,9.3,7.7,3.1,12.4,74.5,74.9,80.1,88.5,76.8,83,67.9,37.8,36.5
48201451602,"Houston, TX",7317,48201451602,20.3,11.7,21,25.4,32.4,15.8,6.9,24.8,4.9,32.2,2.1,3.5,3.7,8,9.7,8.3,7.6,1.9,16,68.2,70.1,69.5,82.7,77.7,82,64.4,34,37
48201451700,"Houston, TX",2665,48201451700,19.9,14.8,25,31.6,36.2,16,8.4,27.3,4.2,29.8,2.4,3.9,3.6,8.9,12,9.6,9.9,2.2,20.4,69.9,65,67.8,80.5,78.3,83,63.2,30.1,34.1
48201451800,"Houston, TX",2943,48201451800,18.6,15.3,29,31.1,35.7,18.1,7.8,30.1,4.8,34.8,2.8,4.5,4.8,11.9,12,11.4,11.6,2.7,25.9,69.6,61,71.8,81.5,76.8,81,57.6,29.2,31
48201451901,"Houston, TX",7411,48201451901,19,18.2,30,35.3,38.6,15.9,8.8,29.3,3.7,30.6,2.7,4.5,4,10.6,14.2,11.6,14.7,2.6,27.2,68.9,53.6,67,77.3,78.1,82,54.5,25.6,28.3
48201451902,"Houston, TX",2466,48201451902,16.3,9.9,22,21.2,32.4,16.7,6,27.8,5.6,36.2,2.3,3.2,4.3,10.3,8,8,6.4,2.1,14.5,71.5,71.9,75.5,86,75.6,78,65.5,34.1,38.1
48201452000,"Houston, TX",7136,48201452000,20.9,14.6,25,29,35.9,14.3,8.1,24.9,4.1,28.1,2.2,3.6,3.5,7.9,11.8,9.1,13,2.1,22.7,68.2,61,65.3,78.4,78.2,82,59.3,30.7,30.8
48201452100,"Houston, TX",8823,48201452100,20.4,13,23,28,34.1,15.8,7.6,26,4.9,29.8,2.3,3.7,4,7.9,10.8,8.7,11.4,2.2,19.5,69,63.4,68.2,80.1,77.9,83,62.6,32.5,31.9
