Zip Code,Confirmed Cases
94130,39
94158,102
94107,380
94105,94
94134,961
94124,"1,431"
94103,617
94104,
94133,153
94108,92
94102,796
94110,"1,655"
94112,"1,806"
94109,677
94114,202
94115,457
94117,265
94127,112
94118,214
94129,36
94123,191
94131,176
94122,243
94132,243
94121,205
94116,177
94111,16
