Zip Code,Confirmed Cases
2128,2601
2126,954
2136,1373
2122,817
2124,1820
2121,1125
2125,1291
2131,954
2132,567
2119,906
2120,480
2111,245
2118,860
2130,934
2127,679
2210,59
2163,1302
2129,264
2108,51
2114,170
2116,291
2199,14
2110,31
2113,95
2109,48
2115,280
2215,246
